population,short.description,year,group,total,total.low.CI,total.high.CI,male,male.low.CI,male.high.CI,female,female.low.CI,female.high.CI,estimated.number,estimated.number.low.CI,estimated.number.high.CI
adults,Past-year drinkers,2011,45-54,83.2,81,85.2,88.3,84.8,91.1,78.4,75,81.5,517000,504000,529000
adults,Past-year drinkers,2011,55-64,79.9,77.4,82.2,85.9,82.3,88.8,74.2,70.4,77.8,401000,389000,413000
adults,Past-year drinkers,2011,65-74,75,72.3,77.5,80.7,76.2,84.5,69.6,65.5,73.5,252000,242000,260000
adults,Past-year drinkers,2011,75+,65.3,61.9,68.5,74.7,69.1,79.5,58.4,53.3,63.3,169000,160000,177000
adults,Past-year drinkers,2011,Maori,78.9,76.5,81.2,81.6,78.3,84.5,76.5,73.1,79.6,351000,341000,361000
adults,Past-year drinkers,2011,Pacific,58.1,53.3,62.7,72,64.9,78.2,46.5,40.7,52.4,116000,107000,126000
adults,Past-year drinkers,2011,Asian,56.5,52.3,60.5,68.4,63.5,72.8,46,39.1,53,209000,193000,224000
adults,Past-year drinkers,2011,European/Other,84.3,83.3,85.2,88.1,86.7,89.3,80.7,79.2,82.2,2319000,2292000,2344000
adults,Past-year drinkers,2011,Quintile 1,85.7,83.3,87.9,88,85.2,90.4,83.4,79.7,86.6,616000,599000,632000
adults,Past-year drinkers,2011,Quintile 2,82.8,79.5,85.7,87.2,83.9,89.9,78.3,73.2,82.7,589000,565000,610000
adults,Past-year drinkers,2011,Quintile 3,82.8,80.3,84.9,87,84.2,89.3,78.8,75.1,82.1,581000,564000,596000
adults,Past-year drinkers,2011,Quintile 4,77.1,74.5,79.5,84.7,81.3,87.6,70.5,66.8,74,537000,519000,554000
adults,Past-year drinkers,2011,Quintile 5,68.3,65.7,70.8,74.4,70.8,77.7,63.2,59.3,66.9,453000,435000,469000
adults,Past-year drinkers,2012,Total,79.7,78.7,80.7,83.9,82.3,85.3,75.9,74.5,77.2,2807000,2772000,2841000
adults,Past-year drinkers,2012,15-17,55.9,50.1,61.6,57.1,48.5,65.3,54.7,45.5,63.6,104000,93000,114000
adults,Past-year drinkers,2012,18-24,85.7,82.9,88.2,86.4,81.8,90,85,81.2,88.1,378000,365000,388000
adults,Past-year drinkers,2012,15-24,76.9,74,79.6,77.6,73.8,81.1,76.1,71.6,80.2,481000,463000,498000
adults,Past-year drinkers,2012,25-34,82.7,80.2,85,88.5,85.1,91.3,77.3,73.9,80.3,452000,438000,465000
adults,Past-year drinkers,2012,35-44,81.9,79.5,84,86.5,83.1,89.3,77.7,74.5,80.5,488000,474000,501000
adults,Past-year drinkers,2012,45-54,81.7,79.8,83.5,84.3,81.1,87,79.4,76.7,81.8,510000,498000,521000
adults,Past-year drinkers,2012,55-64,82.5,80.3,84.5,87.3,84.3,89.8,77.9,74.8,80.8,421000,409000,431000
adults,Past-year drinkers,2012,65-74,79.1,76.5,81.4,84.3,80.7,87.3,74.1,70.3,77.7,279000,270000,288000
adults,Past-year drinkers,2012,75+,66.3,63,69.4,74.5,69.9,78.6,60.2,55.4,64.9,175000,166000,183000
adults,Past-year drinkers,2012,Maori,80,77.5,82.4,81.9,78,85.3,78.3,75.3,81,363000,351000,373000
adults,Past-year drinkers,2012,Pacific,56.5,51.3,61.7,66.8,60.4,72.6,47.9,41.6,54.2,111000,1.00E+05,121000
adults,Past-year drinkers,2012,Asian,54.4,50,58.8,64.4,58.1,70.3,43.9,38.1,49.8,208000,191000,224000
adults,Past-year drinkers,2012,European/Other,85.1,84,86,88.3,86.6,89.8,82.1,80.7,83.4,2299000,2272000,2325000
adults,Past-year drinkers,2012,Quintile 1,84.7,82.3,86.7,87.3,83.9,90.1,82.1,78.8,85,606000,590000,621000
adults,Past-year drinkers,2012,Quintile 2,83.6,81.3,85.7,86.3,82.7,89.3,80.9,77.8,83.6,603000,587000,618000
adults,Past-year drinkers,2012,Quintile 3,81.9,79.5,84,85.2,81.8,88.1,78.6,75.1,81.8,588000,571000,604000
adults,Past-year drinkers,2012,Quintile 4,75.9,73.4,78.3,81.4,77.4,84.8,70.9,68,73.7,537000,519000,553000
adults,Past-year drinkers,2012,Quintile 5,71.9,69.1,74.5,78,74.4,81.2,66.8,63.1,70.4,473000,455000,490000
adults,Past-year drinkers,2013,Total,80.2,79.2,81.2,84.1,82.7,85.4,76.5,75.1,77.9,2867000,2830000,2902000
adults,Past-year drinkers,2013,15-17,60.6,53.9,67,59,49.5,67.9,62.4,53.4,70.7,116000,103000,128000
adults,Past-year drinkers,2013,18-24,84.4,81.6,86.8,85.6,80.9,89.3,83.2,79.7,86.2,374000,362000,385000
adults,Past-year drinkers,2013,15-24,77.2,74.4,79.8,77.3,73.1,81,77.2,73.6,80.4,490000,473000,507000
adults,Past-year drinkers,2013,25-34,83.5,81.3,85.5,89.1,86.5,91.2,78.3,74.6,81.6,469000,457000,481000
adults,Past-year drinkers,2013,35-44,84.7,82.6,86.6,87.8,84.7,90.3,82,78.7,84.8,499000,486000,510000
adults,Past-year drinkers,2013,45-54,81.8,79.1,84.2,85.3,81.7,88.2,78.6,75.1,81.7,513000,496000,529000
adults,Past-year drinkers,2013,55-64,81.5,79.2,83.6,84.9,81.7,87.7,78.3,74.8,81.4,424000,412000,435000
adults,Past-year drinkers,2013,65-74,77.9,75.2,80.4,84.5,80.7,87.7,71.6,67.7,75.2,288000,279000,298000
adults,Past-year drinkers,2013,75+,67.2,63.6,70.6,77,71.6,81.6,59.8,54.7,64.7,182000,173000,191000
adults,Past-year drinkers,2013,Maori,81.5,79.5,83.4,83.1,80.1,85.7,80.1,77.6,82.4,378000,369000,387000
adults,Past-year drinkers,2013,Pacific,56.1,51.6,60.5,62.7,56,69,49.9,44,55.8,106000,98000,114000
adults,Past-year drinkers,2013,Asian,55.9,51.8,59.8,65.7,59.5,71.4,46.3,41,51.8,234000,217000,251000
adults,Past-year drinkers,2013,European/Other,85.6,84.5,86.6,88.5,87,89.8,82.9,81.4,84.3,2355000,2325000,2384000
adults,Past-year drinkers,2013,Quintile 1,83.2,79.2,86.6,86,80.4,90.2,80.7,75.8,84.8,603000,574000,628000
adults,Past-year drinkers,2013,Quintile 2,84.8,82.5,86.8,89.1,86,91.6,80.5,77.3,83.3,618000,602000,633000
adults,Past-year drinkers,2013,Quintile 3,85.3,83.3,87.1,88.6,86,90.7,82.2,79.4,84.6,628000,613000,641000
adults,Past-year drinkers,2013,Quintile 4,76.3,74.2,78.4,80.6,77.2,83.5,72.5,69.4,75.4,542000,527000,557000
adults,Past-year drinkers,2013,Quintile 5,70.4,67.9,72.8,75,72.1,77.7,66.3,62.7,69.7,475000,458000,491000
adults,Past-year drinkers,2014,Total,79.5,78.6,80.5,84.2,82.9,85.5,75.1,73.9,76.3,2905000,2869000,2939000
adults,Past-year drinkers,2014,15-17,57.1,51.4,62.6,56.4,48.2,64.4,57.8,50.1,65.1,111000,1.00E+05,121000
adults,Past-year drinkers,2014,18-24,85.8,82.7,88.5,89.6,85.2,92.7,81.7,77.7,85.2,392000,378000,405000
adults,Past-year drinkers,2014,15-24,77.3,74.5,79.9,80.1,76.3,83.5,74.3,70.2,78,503000,485000,520000
adults,Past-year drinkers,2014,25-34,82.5,80.3,84.6,88.8,85.5,91.4,76.6,73.1,79.7,486000,473000,498000
adults,Past-year drinkers,2014,35-44,82.6,80.3,84.6,87.7,84.5,90.4,77.9,74.7,80.7,482000,469000,494000
adults,Past-year drinkers,2014,45-54,81.7,79.5,83.7,83.8,81.1,86.2,79.7,76.4,82.6,516000,502000,528000
adults,Past-year drinkers,2014,55-64,80.9,78.1,83.4,85.2,81.2,88.4,76.8,73.1,80.2,431000,416000,444000
adults,Past-year drinkers,2014,65-74,77.3,74.3,80,82.3,78.9,85.2,72.5,67.8,76.8,298000,287000,308000
adults,Past-year drinkers,2014,75+,67.7,63.4,71.8,78.6,73.1,83.2,59.5,54.3,64.4,189000,177000,201000
adults,Past-year drinkers,2014,Maori,82.3,80.5,83.9,85.8,83.1,88.1,79.1,76.6,81.3,390000,382000,398000
adults,Past-year drinkers,2014,Pacific,55.8,50.7,60.9,66.9,59.6,73.5,46.3,39.9,52.9,112000,102000,122000
adults,Past-year drinkers,2014,Asian,55.6,52.2,59,65.8,60.6,70.7,45.5,41.2,49.9,241000,226000,256000
adults,Past-year drinkers,2014,European/Other,84.9,83.9,85.9,88.3,87,89.6,81.7,80.3,83,2387000,2358000,2414000
adults,Past-year drinkers,2014,Quintile 1,85.4,83.2,87.3,89.2,86.1,91.7,81.3,77.3,84.8,630000,614000,644000
adults,Past-year drinkers,2014,Quintile 2,84.4,82.3,86.2,89.1,86.4,91.3,79.9,76.8,82.7,617000,602000,631000
adults,Past-year drinkers,2014,Quintile 3,80.6,78.4,82.6,84.2,80.9,87.1,77.2,74.6,79.6,604000,588000,619000
adults,Past-year drinkers,2014,Quintile 4,75.6,73.1,78,81.8,78.8,84.4,70.3,67,73.3,553000,534000,570000
adults,Past-year drinkers,2014,Quintile 5,71.3,69,73.5,75.9,72.7,78.9,67,64.5,69.5,501000,484000,516000
adults,Past-year drinkers,2015,Total,80.1,79.2,80.9,84.1,82.8,85.3,76.3,75,77.5,2995000,2962000,3027000
adults,Past-year drinkers,2015,15-17,57.2,51.6,62.6,56.2,48.1,64,58.2,49,66.9,114000,103000,124000
adults,Past-year drinkers,2015,18-24,84.4,81.4,87,85.6,81.4,89,83.1,78.7,86.8,393000,379000,405000
adults,Past-year drinkers,2015,15-24,76.3,73.5,78.8,76.9,73.1,80.2,75.6,71.3,79.5,507000,489000,524000
adults,Past-year drinkers,2015,25-34,83.5,81.2,85.5,87.4,84.1,90,79.7,76.8,82.3,521000,507000,534000
adults,Past-year drinkers,2015,35-44,82.5,80.4,84.4,88.3,85.9,90.4,77.2,73.9,80.1,480000,467000,491000
adults,Past-year drinkers,2015,45-54,82.4,80.3,84.2,85.6,82.6,88.2,79.4,76.6,81.9,522000,509000,534000
adults,Past-year drinkers,2015,55-64,81.5,79.2,83.6,85.5,82.4,88.1,77.7,74.5,80.6,446000,433000,457000
adults,Past-year drinkers,2015,65-74,79.6,77,82,85.1,81.8,88,74.5,71.1,77.5,318000,307000,327000
adults,Past-year drinkers,2015,75+,69.5,66.8,72.1,78.4,74.3,82.1,62.6,58.6,66.5,202000,194000,209000
adults,Past-year drinkers,2015,Maori,80.3,78.4,82,81.4,78.3,84.2,79.2,77,81.4,389000,380000,397000
adults,Past-year drinkers,2015,Pacific,58.2,53.9,62.4,66.5,61.6,71.1,51.4,44.3,58.4,130000,120000,139000
adults,Past-year drinkers,2015,Asian,56.5,53,59.9,67.9,63.6,71.9,44,38.8,49.4,254000,238000,270000
adults,Past-year drinkers,2015,European/Other,85.6,84.6,86.6,88.4,87,89.7,83,81.8,84.2,2465000,2436000,2493000
adults,Past-year drinkers,2015,Quintile 1,85.8,83.8,87.6,88.6,85.1,91.4,83,80.2,85.5,642000,627000,656000
adults,Past-year drinkers,2015,Quintile 2,83,80.1,85.5,85.9,82.9,88.4,80.1,76.1,83.6,629000,607000,649000
adults,Past-year drinkers,2015,Quintile 3,81.9,79.4,84,85.1,81.9,87.8,78.5,75.3,81.4,625000,606000,641000
adults,Past-year drinkers,2015,Quintile 4,78.7,76.6,80.7,83.7,80.9,86.2,74.5,71.3,77.5,598000,582000,612000
adults,Past-year drinkers,2015,Quintile 5,70.5,67.8,73.1,76.4,73.4,79.1,65.2,61.5,68.7,502000,482000,520000
adults,Past-year drinkers,2016,Total,79.3,78.3,80.3,83.6,82.3,84.8,75.2,73.7,76.6,3037000,2999000,3074000
adults,Past-year drinkers,2016,15-17,56.3,50.4,62.1,56.1,48.1,63.8,56.6,48.4,64.5,110000,98000,121000
adults,Past-year drinkers,2016,18-24,83.7,80.7,86.2,83.4,79.4,86.8,83.9,79.2,87.7,399000,385000,411000
adults,Past-year drinkers,2016,15-24,75.7,72.9,78.3,75.6,71.8,79.1,75.8,71.6,79.6,509000,490000,526000
adults,Past-year drinkers,2016,25-34,81.5,78.9,83.9,87.7,84.8,90.1,75.5,71.1,79.4,541000,523000,556000
adults,Past-year drinkers,2016,35-44,82.1,79.9,84,85.5,82.4,88.2,78.9,75.9,81.5,477000,465000,488000
adults,Past-year drinkers,2016,45-54,82.9,80.9,84.7,86.6,83.8,89,79.4,76.4,82.2,528000,515000,540000
adults,Past-year drinkers,2016,55-64,80.5,78.3,82.5,85,81.7,87.7,76.3,73.1,79.3,454000,441000,465000
adults,Past-year drinkers,2016,65-74,77.9,75.4,80.2,85.1,82,87.7,71.1,67.1,74.8,321000,310000,330000
adults,Past-year drinkers,2016,75+,69.1,65.9,72.1,78.6,74.5,82.2,61.6,57.3,65.8,209000,199000,218000
adults,Past-year drinkers,2016,Maori,79.7,77.7,81.5,81.9,78.8,84.5,77.7,75,80.2,393000,384000,402000
adults,Past-year drinkers,2016,Pacific,60.7,55.8,65.4,71.3,64.3,77.5,50.9,44.3,57.6,143000,131000,154000
adults,Past-year drinkers,2016,Asian,55.9,52.6,59.1,65.1,61.1,68.9,45.3,40.3,50.4,272000,257000,288000
adults,Past-year drinkers,2016,European/Other,84.9,83.8,85.9,88.2,86.8,89.5,81.8,80.2,83.2,2486000,2453000,2516000
adults,Past-year drinkers,2016,Quintile 1,85.6,83.4,87.5,89.2,86.2,91.6,82.1,78.6,85.1,658000,641000,673000
adults,Past-year drinkers,2016,Quintile 2,82.8,80.4,85,85.1,81.7,87.9,80.5,77.1,83.5,641000,623000,658000
adults,Past-year drinkers,2016,Quintile 3,79.5,77.2,81.6,84,81.5,86.3,75.2,71.8,78.2,619000,601000,635000
adults,Past-year drinkers,2016,Quintile 4,78.5,76.1,80.8,83.7,80.7,86.2,73.5,70.3,76.6,612000,593000,630000
adults,Past-year drinkers,2016,Quintile 5,69.6,66.6,72.4,75.2,71.5,78.5,64.7,61.2,68.1,507000,485000,527000
adults,Amphetamine use (total population),2011,Total,0.7,0.5,0.9,1,0.7,1.4,0.4,0.2,0.6,25000,19000,32000
adults,Amphetamine use (total population),2011,15-24,1,0.5,1.6,1.2,0.5,2.4,0.7,0.3,1.6,6000,3000,10000
adults,Amphetamine use (total population),2011,25-34,2,1.2,2.9,3.1,1.8,5.1,0.9,0.4,1.8,11000,7000,16000
adults,Amphetamine use (total population),2011,35-44,0.9,0.5,1.6,1.3,0.6,2.6,0.6,0.2,1.3,6000,3000,10000
adults,Amphetamine use (total population),2011,45-54,0.3,0.1,0.7,0.5,0.2,1.3,0.1,0,0.9,2000,1000,5000
adults,Amphetamine use (total population),2011,55-64,0,0,0.2,0,0,0.4,0,0,0.3,0,NA,NA
adults,Amphetamine use (total population),2011,65-74,0,0,0.3,0,0,0.6,0,0,0.5,0,NA,NA
adults,Amphetamine use (total population),2011,75+,0,0,0.3,0,0,0.8,0,0,0.5,0,NA,NA
adults,Amphetamine use (total population),2011,Maori,1.2,0.7,1.8,1.5,0.7,2.8,0.9,0.4,1.7,5000,3000,8000
adults,Amphetamine use (total population),2011,Pacific,0.1,0,0.4,0,0,1.1,0.1,0,0.8,0,0,1000
adults,Amphetamine use (total population),2011,Asian,0.2,0,0.8,0.4,0,1.7,0.1,0,0.4,1000,0,3000
adults,Amphetamine use (total population),2011,European/Other,0.8,0.5,1,1.1,0.7,1.6,0.4,0.2,0.7,21000,15000,28000
adults,Amphetamine use (total population),2011,Quintile 1,0.7,0.3,1.4,1.3,0.5,2.6,0.1,0,0.7,5000,2000,10000
adults,Amphetamine use (total population),2011,Quintile 2,0.4,0.1,0.9,0.5,0.1,1.4,0.3,0,1.2,3000,1000,7000
adults,Amphetamine use (total population),2011,Quintile 3,0.7,0.4,1.2,1,0.4,2.1,0.4,0.2,0.8,5000,3000,9000
adults,Amphetamine use (total population),2011,Quintile 4,0.8,0.4,1.4,1.2,0.5,2.5,0.4,0.1,1,6000,3000,10000
adults,Amphetamine use (total population),2011,Quintile 5,0.9,0.6,1.4,1.3,0.7,2,0.6,0.3,1.2,6000,4000,9000
adults,Amphetamine use (total population),2012,Total,0.7,0.5,1,0.9,0.6,1.3,0.5,0.3,0.9,25000,18000,34000
adults,Amphetamine use (total population),2012,15-24,1.9,1,3.2,2.2,1,4.1,1.7,0.6,3.7,12000,6000,20000
adults,Amphetamine use (total population),2012,25-34,1.3,0.8,1.9,1.4,0.7,2.4,1.2,0.5,2.2,7000,4000,10000
adults,Amphetamine use (total population),2012,35-44,0.6,0.3,1.1,1,0.4,2.1,0.2,0.1,0.4,3000,2000,6000
adults,Amphetamine use (total population),2012,45-54,0.3,0.1,0.6,0.4,0.1,0.9,0.2,0.1,0.5,2000,1000,4000
adults,Amphetamine use (total population),2012,55-64,0.1,0,0.4,0.2,0,0.8,0,0,0.3,1000,0,2000
adults,Amphetamine use (total population),2012,65-74,0,0,0.2,0,0,0.5,0,0,0.4,0,NA,NA
adults,Amphetamine use (total population),2012,75+,0,0,0.3,0,0,0.6,0,0,0.4,0,NA,NA
adults,Amphetamine use (total population),2012,Maori,2.5,1.8,3.5,3.9,2.3,6,1.3,0.8,2.1,12000,8000,16000
adults,Amphetamine use (total population),2012,Pacific,0.1,0,0.3,0,0,1.1,0.1,0,0.5,0,0,1000
adults,Amphetamine use (total population),2012,Asian,0.2,0,0.7,0.2,0,0.9,0.2,0,1.4,1000,0,3000
adults,Amphetamine use (total population),2012,European/Other,0.7,0.4,1,0.8,0.4,1.3,0.6,0.3,1,18000,12000,26000
adults,Amphetamine use (total population),2012,Quintile 1,0.2,0,0.4,0.2,0,0.8,0.1,0,0.6,1000,0,3000
adults,Amphetamine use (total population),2012,Quintile 2,0.4,0.1,0.9,0.6,0.2,1.4,0.2,0,0.7,3000,1000,7000
adults,Amphetamine use (total population),2012,Quintile 3,0.9,0.4,1.7,0.8,0.3,1.7,0.9,0.2,2.6,6000,3000,12000
adults,Amphetamine use (total population),2012,Quintile 4,1,0.5,1.8,1.3,0.6,2.7,0.7,0.2,1.7,7000,3000,12000
adults,Amphetamine use (total population),2012,Quintile 5,1.2,0.8,1.8,1.7,0.9,2.9,0.8,0.4,1.3,8000,5000,12000
adults,Amphetamine use (total population),2013,Total,0.9,0.7,1.1,1.2,0.9,1.7,0.5,0.4,0.8,31000,24000,40000
adults,Amphetamine use (total population),2013,15-24,1.5,0.9,2.4,1.9,0.9,3.5,1.2,0.5,2.3,10000,6000,15000
adults,Amphetamine use (total population),2013,25-34,2.2,1.4,3.3,3.3,1.8,5.3,1.2,0.6,2.3,12000,8000,19000
adults,Amphetamine use (total population),2013,35-44,0.6,0.4,1,0.9,0.4,1.6,0.4,0.2,0.9,4000,2000,6000
adults,Amphetamine use (total population),2013,45-54,0.6,0.3,1.2,0.9,0.3,2.1,0.3,0.1,0.7,4000,2000,7000
adults,Amphetamine use (total population),2013,55-64,0.1,0,0.3,0.2,0.1,0.6,0,0,0.3,1000,0,2000
adults,Amphetamine use (total population),2013,65-74,0.1,0,0.3,0.1,0,0.4,0.1,0,0.5,0,0,1000
adults,Amphetamine use (total population),2013,75+,0.1,0,0.4,0,0,0.7,0.2,0,0.6,0,0,1000
adults,Amphetamine use (total population),2013,Maori,2.3,1.6,3.3,2.8,1.6,4.5,2,1.1,3.2,11000,7000,15000
adults,Amphetamine use (total population),2013,Pacific,0.4,0.1,1.5,0.3,0,1.3,0.5,0,2.9,1000,0,3000
adults,Amphetamine use (total population),2013,Asian,0.1,0,0.2,0.1,0,0.5,0,0,0.6,0,0,1000
adults,Amphetamine use (total population),2013,European/Other,0.9,0.6,1.2,1.2,0.8,1.8,0.5,0.3,0.8,24000,17000,32000
adults,Amphetamine use (total population),2013,Quintile 1,0.9,0.4,1.9,1.9,0.8,3.8,0,0,0.2,7000,3000,13000
adults,Amphetamine use (total population),2013,Quintile 2,0.4,0.2,0.9,0.3,0,1.1,0.5,0.1,1.5,3000,1000,7000
adults,Amphetamine use (total population),2013,Quintile 3,1,0.5,1.7,1.1,0.4,2.5,0.9,0.4,1.7,7000,4000,13000
adults,Amphetamine use (total population),2013,Quintile 4,0.9,0.5,1.3,1.3,0.7,2.2,0.5,0.3,0.9,6000,4000,9000
adults,Amphetamine use (total population),2013,Quintile 5,1.2,0.7,1.7,1.6,0.9,2.7,0.7,0.4,1.2,8000,5000,12000
adults,Amphetamine use (total population),2014,Total,0.7,0.6,0.9,0.9,0.7,1.3,0.5,0.4,0.7,27000,21000,34000
adults,Amphetamine use (total population),2014,15-24,1.3,0.7,2.1,1.8,0.9,3.3,0.6,0.2,1.5,8000,4000,14000
adults,Amphetamine use (total population),2014,25-34,1.4,0.8,2.2,1.3,0.5,3,1.4,0.7,2.3,8000,5000,13000
adults,Amphetamine use (total population),2014,35-44,0.8,0.5,1.3,0.8,0.4,1.3,0.9,0.5,1.5,5000,3000,7000
adults,Amphetamine use (total population),2014,45-54,0.7,0.3,1.3,1.1,0.5,2.2,0.3,0,1.2,5000,2000,8000
adults,Amphetamine use (total population),2014,55-64,0.2,0,0.8,0.4,0,1.6,0,0,0.3,1000,0,4000
adults,Amphetamine use (total population),2014,65-74,0,0,0.2,0,0,0.5,0,0,0.4,0,NA,NA
adults,Amphetamine use (total population),2014,75+,0,0,0.3,0,0,0.7,0,0,0.5,0,NA,NA
adults,Amphetamine use (total population),2014,Maori,1.4,0.9,2.1,1.8,0.9,3.1,1.1,0.7,1.7,7000,4000,10000
adults,Amphetamine use (total population),2014,Pacific,0.1,0,0.6,0.1,0,0.4,0.2,0,1.1,0,0,1000
adults,Amphetamine use (total population),2014,Asian,0.1,0,0.4,0.2,0,0.7,0,0,0.6,0,0,2000
adults,Amphetamine use (total population),2014,European/Other,0.8,0.6,1.1,1.1,0.8,1.6,0.6,0.4,0.9,24000,18000,30000
adults,Amphetamine use (total population),2014,Quintile 1,0.5,0.1,1.2,0.5,0,2.1,0.4,0.1,1.1,3000,1000,9000
adults,Amphetamine use (total population),2014,Quintile 2,0.3,0.1,0.8,0.6,0.2,1.6,0,0,0.3,2000,1000,6000
adults,Amphetamine use (total population),2014,Quintile 3,1.2,0.8,1.8,1.7,0.9,2.9,0.7,0.3,1.4,9000,6000,13000
adults,Amphetamine use (total population),2014,Quintile 4,0.7,0.4,1.1,0.9,0.4,1.7,0.5,0.1,1.1,5000,3000,8000
adults,Amphetamine use (total population),2014,Quintile 5,1.1,0.7,1.6,1.1,0.6,1.7,1.1,0.6,1.8,7000,5000,11000
adults,Amphetamine use (total population),2015,Total,0.9,0.7,1.2,1.4,1,1.9,0.5,0.3,0.7,34000,26000,44000
adults,Amphetamine use (total population),2015,15-24,1.4,0.8,2.3,2.1,1.1,3.6,0.7,0.2,2,10000,6000,15000
adults,Amphetamine use (total population),2015,25-34,2.4,1.5,3.5,3.7,2.1,5.9,1.1,0.5,2.2,15000,10000,22000
adults,Amphetamine use (total population),2015,35-44,0.9,0.5,1.4,1.2,0.6,2,0.6,0.3,1.3,5000,3000,8000
adults,Amphetamine use (total population),2015,45-54,0.5,0.3,0.8,0.8,0.4,1.5,0.2,0,0.5,3000,2000,5000
adults,Amphetamine use (total population),2015,55-64,0.3,0.1,0.6,0.5,0.1,1.1,0.1,0,0.6,2000,1000,3000
adults,Amphetamine use (total population),2015,65-74,0,0,0.1,0,0,0.2,0,0,0.4,0,0,0
adults,Amphetamine use (total population),2015,75+,0,0,0.2,0,0,0.7,0,0,0.4,0,NA,NA
adults,Amphetamine use (total population),2015,Maori,2.5,1.8,3.5,3,1.8,4.5,2.1,1.1,3.7,12000,8000,17000
adults,Amphetamine use (total population),2015,Pacific,1.1,0.4,2.2,1.3,0.3,3.8,0.9,0.2,2.4,2000,1000,5000
adults,Amphetamine use (total population),2015,Asian,0.2,0,0.7,0.4,0,1.4,0,0,0.2,1000,0,3000
adults,Amphetamine use (total population),2015,European/Other,1,0.7,1.2,1.5,1.1,2.1,0.4,0.2,0.7,28000,21000,36000
adults,Amphetamine use (total population),2015,Quintile 1,0.7,0.2,1.6,1.2,0.3,2.9,0.2,0,1.3,5000,2000,12000
adults,Amphetamine use (total population),2015,Quintile 2,0.5,0.2,1,1,0.4,2,0.1,0,0.3,4000,2000,8000
adults,Amphetamine use (total population),2015,Quintile 3,0.9,0.5,1.5,1.1,0.5,2,0.7,0.2,1.8,7000,4000,11000
adults,Amphetamine use (total population),2015,Quintile 4,1.3,0.8,1.9,1.9,1.1,3.1,0.8,0.4,1.4,10000,6000,14000
adults,Amphetamine use (total population),2015,Quintile 5,1.2,0.8,1.7,2,1.3,2.9,0.5,0.2,1,8000,6000,12000
adults,Amphetamine use (total population),2016,Total,0.8,0.6,1,1.2,0.9,1.6,0.4,0.3,0.6,31000,24000,39000
adults,Amphetamine use (total population),2016,15-24,0.7,0.3,1.3,0.9,0.3,2.2,0.4,0.2,0.8,5000,2000,9000
adults,Amphetamine use (total population),2016,25-34,2,1.4,2.7,2.8,1.8,4.3,1.1,0.6,1.8,13000,9000,18000
adults,Amphetamine use (total population),2016,35-44,1.2,0.8,1.7,1.7,1,2.6,0.7,0.2,1.5,7000,4000,10000
adults,Amphetamine use (total population),2016,45-54,0.5,0.3,1,0.9,0.3,1.8,0.2,0.1,0.6,3000,2000,6000
adults,Amphetamine use (total population),2016,55-64,0.5,0.2,1,0.8,0.3,1.7,0.3,0,1,3000,1000,6000
adults,Amphetamine use (total population),2016,65-74,0,0,0.2,0,0,0.4,0,0,0.4,0,NA,NA
adults,Amphetamine use (total population),2016,75+,0,0,0.2,0,0,0.6,0,0,0.4,0,NA,NA
adults,Amphetamine use (total population),2016,Maori,2.1,1.5,3,2.6,1.5,4.1,1.7,1,2.7,10000,7000,15000
